,subject,relation,object
35189,mountain_view,sunday,"snow, low of 80f, high of 90f"
35190,manhattan,monday,"clear skies, low of 20f, high of 30f"
35192,manhattan,wednesday,"overcast, low of 40f, high of 50f"
35194,manhattan,friday,"overcast, low of 60f, high of 70f"
35196,manhattan,sunday,"snow, low of 30f, high of 50f"
35197,alameda,monday,"hot, low of 80f, high of 100f"
35198,alameda,tuesday,"windy, low of 50f, high of 70f"
35199,alameda,wednesday,"raining, low of 60f, high of 80f"
35200,alameda,thursday,"warm, low of 70f, high of 80f"
35201,alameda,friday,"rain, low of 40f, high of 50f"
35202,alameda,saturday,"windy, low of 50f, high of 70f"
35203,alameda,sunday,"windy, low of 50f, high of 70f"
35205,compton,tuesday,"stormy, low of 40f, high of 50f"
35207,compton,thursday,"snow, low of 70f, high of 90f"
35208,compton,friday,"warm, low of 70f, high of 80f"
35209,compton,saturday,"cloudy, low of 60f, high of 70f"
35211,inglewood,monday,"warm, low of 80f, high of 90f"
35212,inglewood,tuesday,"blizzard, low of 30f, high of 40f"
35213,inglewood,wednesday,"blizzard, low of 20f, high of 30f"
35214,inglewood,thursday,"clear skies, low of 50f, high of 60f"
35216,inglewood,saturday,"foggy, low of 60f, high of 70f"
35328,stanford_shopping_center,distance,7 miles
35402,danville,monday,"stormy, low of 60f, high of 70f"
35403,danville,tuesday,"stormy, low of 70f, high of 80f"
35404,danville,wednesday,"clear skies, low of 90f, high of 100f"
35405,danville,thursday,"rain, low of 80f, high of 100f"
35406,danville,friday,"overcast, low of 40f, high of 60f"
35407,danville,saturday,"drizzle, low of 90f, high of 100f"
35409,corona,monday,"cloudy, low of 70f, high of 80f"
35410,corona,tuesday,"dew, low of 20f, high of 40f"
35413,corona,friday,"foggy, low of 70f, high of 90f"
35417,grand_rapids,tuesday,"cloudy, low of 70f, high of 80f"
35418,grand_rapids,wednesday,"overcast, low of 70f, high of 90f"
35419,grand_rapids,thursday,"dry, low of 40f, high of 50f"
35420,grand_rapids,friday,"dry, low of 80f, high of 90f"
35421,grand_rapids,saturday,"foggy, low of 30f, high of 40f"
35422,grand_rapids,sunday,"drizzle, low of 70f, high of 80f"
35425,exeter,wednesday,"blizzard, low of 50f, high of 60f"
35427,exeter,friday,"cloudy, low of 50f, high of 70f"
35428,exeter,saturday,"clear skies, low of 40f, high of 50f"
35429,exeter,sunday,"foggy, low of 30f, high of 50f"
35430,san_mateo,monday,"frost, low of 20f, high of 40f"
35431,san_mateo,tuesday,"misty, low of 70f, high of 80f"
35433,san_mateo,thursday,"dry, low of 80f, high of 90f"
35435,san_mateo,saturday,"frost, low of 50f, high of 60f"
35437,manhattan,monday,"dew, low of 50f, high of 70f"
35440,manhattan,thursday,"frost, low of 50f, high of 60f"
35441,manhattan,friday,"dry, low of 30f, high of 40f"
35443,manhattan,sunday,"foggy, low of 30f, high of 50f"
35444,camarillo,monday,"hot, low of 90f, high of 100f"
35445,camarillo,tuesday,"snow, low of 60f, high of 70f"
35447,camarillo,thursday,"clear skies, low of 20f, high of 40f"
35448,camarillo,friday,"hail, low of 20f, high of 30f"
35449,camarillo,saturday,"raining, low of 70f, high of 80f"
35450,camarillo,sunday,"overcast, low of 20f, high of 40f"
35451,inglewood,monday,"humid, low of 60f, high of 80f"
35456,inglewood,saturday,"clear skies, low of 60f, high of 80f"
35457,inglewood,sunday,"hot, low of 80f, high of 90f"
35458,manhattan,monday,"overcast, low of 70f, high of 80f"
35459,manhattan,tuesday,"overcast, low of 80f, high of 100f"
35460,manhattan,wednesday,"dew, low of 60f, high of 80f"
35461,manhattan,thursday,"raining, low of 60f, high of 80f"
35462,manhattan,friday,"frost, low of 40f, high of 60f"
35463,manhattan,saturday,"windy, low of 40f, high of 60f"
35465,new_york,monday,"windy, low of 20f, high of 30f"
35467,new_york,wednesday,"dry, low of 80f, high of 100f"
35469,new_york,friday,"snow, low of 80f, high of 100f"
35472,oakland,monday,"hail, low of 90f, high of 100f"
35476,oakland,friday,"rain, low of 60f, high of 70f"
35477,oakland,saturday,"rain, low of 60f, high of 80f"
35478,oakland,sunday,"drizzle, low of 50f, high of 70f"
35479,atherton,monday,"drizzle, low of 50f, high of 60f"
35480,atherton,tuesday,"dew, low of 40f, high of 50f"
35481,atherton,wednesday,"blizzard, low of 30f, high of 40f"
35483,atherton,friday,"dew, low of 60f, high of 80f"
35484,atherton,saturday,"stormy, low of 30f, high of 50f"
35485,atherton,sunday,"foggy, low of 80f, high of 90f"
35488,san_francisco,wednesday,"drizzle, low of 30f, high of 40f"
35489,san_francisco,thursday,"dew, low of 30f, high of 40f"
35491,san_francisco,saturday,"dry, low of 40f, high of 60f"
35494,seattle,tuesday,"snow, low of 30f, high of 50f"
35496,seattle,thursday,"humid, low of 80f, high of 90f"
35497,seattle,friday,"snow, low of 40f, high of 50f"
35501,camarillo,tuesday,"clear skies, low of 20f, high of 30f"
35502,camarillo,wednesday,"clear skies, low of 70f, high of 90f"
35505,camarillo,saturday,"misty, low of 50f, high of 70f"
35506,camarillo,sunday,"dry, low of 50f, high of 60f"
35507,grand_rapids,monday,"dew, low of 70f, high of 90f"
35508,grand_rapids,tuesday,"drizzle, low of 30f, high of 50f"
35509,grand_rapids,wednesday,"stormy, low of 60f, high of 70f"
35510,grand_rapids,thursday,"cloudy, low of 40f, high of 50f"
35513,grand_rapids,sunday,"clear skies, low of 40f, high of 50f"
35514,los_angeles,monday,"hot, low of 60f, high of 80f"
35515,los_angeles,tuesday,"misty, low of 80f, high of 90f"
35516,los_angeles,wednesday,"snow, low of 40f, high of 60f"
35517,los_angeles,thursday,"foggy, low of 70f, high of 80f"
35519,los_angeles,saturday,"raining, low of 60f, high of 80f"
35520,los_angeles,sunday,"hail, low of 90f, high of 100f"
35521,carson,monday,"frost, low of 20f, high of 40f"
35522,carson,tuesday,"dry, low of 60f, high of 80f"
35523,carson,wednesday,"clear skies, low of 40f, high of 50f"
35525,carson,friday,"cloudy, low of 30f, high of 50f"
35526,carson,saturday,"clear skies, low of 70f, high of 90f"
35527,carson,sunday,"raining, low of 20f, high of 30f"
35530,alameda,wednesday,"drizzle, low of 80f, high of 100f"
35531,alameda,thursday,"dry, low of 30f, high of 50f"
35532,alameda,friday,"misty, low of 80f, high of 90f"
35533,alameda,saturday,"warm, low of 90f, high of 100f"
35534,alameda,sunday,"hail, low of 20f, high of 30f"
35536,cleveland,tuesday,"clear skies, low of 40f, high of 50f"
35538,cleveland,thursday,"drizzle, low of 50f, high of 60f"
35540,cleveland,saturday,"frost, low of 20f, high of 30f"
35541,cleveland,sunday,"overcast, low of 80f, high of 100f"
35542,alhambra,monday,"dew, low of 50f, high of 70f"
35543,alhambra,tuesday,"raining, low of 40f, high of 60f"
35544,alhambra,wednesday,"humid, low of 60f, high of 80f"
35545,alhambra,thursday,"hot, low of 50f, high of 70f"
35546,alhambra,friday,"overcast, low of 60f, high of 80f"
35547,alhambra,saturday,"windy, low of 30f, high of 40f"
35648,carson,monday,"clear skies, low of 60f, high of 80f"
35649,carson,tuesday,"dry, low of 70f, high of 90f"
35650,carson,wednesday,"warm, low of 90f, high of 100f"
35651,carson,thursday,"stormy, low of 50f, high of 60f"
35652,carson,friday,"dry, low of 30f, high of 40f"
35653,carson,saturday,"dry, low of 90f, high of 100f"
35654,carson,sunday,"rain, low of 40f, high of 60f"
35655,boston,monday,"clear skies, low of 70f, high of 80f"
35656,boston,tuesday,"snow, low of 70f, high of 90f"
35657,boston,wednesday,"raining, low of 50f, high of 60f"
35660,boston,saturday,"raining, low of 50f, high of 70f"
35661,boston,sunday,"dry, low of 50f, high of 70f"
35664,los_angeles,wednesday,"foggy, low of 60f, high of 80f"
35665,los_angeles,thursday,"raining, low of 90f, high of 100f"
35666,los_angeles,friday,"clear skies, low of 90f, high of 100f"
35667,los_angeles,saturday,"dry, low of 20f, high of 40f"
35668,los_angeles,sunday,"dew, low of 70f, high of 80f"
35670,menlo_park,tuesday,"windy, low of 50f, high of 60f"
35671,menlo_park,wednesday,"blizzard, low of 30f, high of 40f"
35672,menlo_park,thursday,"warm, low of 70f, high of 80f"
35673,menlo_park,friday,"cloudy, low of 20f, high of 40f"
35674,menlo_park,saturday,"clear skies, low of 60f, high of 70f"
35675,menlo_park,sunday,"snow, low of 40f, high of 50f"
35676,mountain_view,monday,"misty, low of 70f, high of 90f"
35679,mountain_view,thursday,"overcast, low of 20f, high of 30f"
35680,mountain_view,friday,"misty, low of 90f, high of 100f"
35681,mountain_view,saturday,"rain, low of 70f, high of 90f"
35682,mountain_view,sunday,"dew, low of 40f, high of 50f"
35683,alameda,monday,"misty, low of 50f, high of 70f"
35685,alameda,wednesday,"warm, low of 80f, high of 90f"
35686,alameda,thursday,"stormy, low of 90f, high of 100f"
35688,alameda,saturday,"rain, low of 60f, high of 70f"
35689,alameda,sunday,"dry, low of 80f, high of 100f"
35690,fresno,monday,"foggy, low of 50f, high of 60f"
35691,fresno,tuesday,"drizzle, low of 30f, high of 50f"
35693,fresno,thursday,"drizzle, low of 80f, high of 100f"
35696,fresno,sunday,"rain, low of 30f, high of 40f"
35697,compton,monday,"dew, low of 80f, high of 100f"
35698,compton,tuesday,"clear skies, low of 80f, high of 90f"
35699,compton,wednesday,"warm, low of 80f, high of 100f"
35701,compton,friday,"stormy, low of 20f, high of 40f"
35703,compton,sunday,"drizzle, low of 50f, high of 60f"
35704,camarillo,monday,"cloudy, low of 30f, high of 50f"
35705,camarillo,tuesday,"misty, low of 80f, high of 90f"
35706,camarillo,wednesday,"cloudy, low of 30f, high of 40f"
35707,camarillo,thursday,"dry, low of 40f, high of 60f"
35708,camarillo,friday,"hot, low of 80f, high of 100f"
35709,camarillo,saturday,"clear skies, low of 40f, high of 60f"
35711,san_francisco,monday,"blizzard, low of 30f, high of 50f"
35712,san_francisco,tuesday,"humid, low of 60f, high of 80f"
35713,san_francisco,wednesday,"hail, low of 30f, high of 40f"
35714,san_francisco,thursday,"raining, low of 70f, high of 90f"
35715,san_francisco,friday,"drizzle, low of 90f, high of 100f"
35716,san_francisco,saturday,"raining, low of 30f, high of 40f"
35718,durham,monday,"windy, low of 60f, high of 70f"
35719,durham,tuesday,"snow, low of 70f, high of 90f"
35721,durham,thursday,"cloudy, low of 50f, high of 70f"
35722,durham,friday,"windy, low of 80f, high of 100f"
35723,durham,saturday,"stormy, low of 40f, high of 50f"
35724,durham,sunday,"windy, low of 70f, high of 90f"
35727,los_angeles,wednesday,"hot, low of 80f, high of 100f"
35728,los_angeles,thursday,"raining, low of 20f, high of 40f"
35730,los_angeles,saturday,"dry, low of 60f, high of 70f"
35731,los_angeles,sunday,"humid, low of 60f, high of 70f"
35732,seattle,monday,"raining, low of 80f, high of 100f"
35733,seattle,tuesday,"hail, low of 20f, high of 30f"
35734,seattle,wednesday,"snow, low of 40f, high of 60f"
35736,seattle,friday,"overcast, low of 30f, high of 40f"
35737,seattle,saturday,"stormy, low of 20f, high of 30f"
35738,seattle,sunday,"foggy, low of 50f, high of 70f"
35739,mountain_view,monday,"dew, low of 90f, high of 100f"
35741,mountain_view,wednesday,"clear skies, low of 30f, high of 50f"
35745,mountain_view,sunday,"clear skies, low of 80f, high of 90f"
35776,danville,monday,"dry, low of 30f, high of 40f"
35777,danville,tuesday,"stormy, low of 30f, high of 40f"
35778,danville,wednesday,"frost, low of 40f, high of 50f"
35779,danville,thursday,"drizzle, low of 90f, high of 100f"
35781,danville,saturday,"humid, low of 90f, high of 100f"
35782,danville,sunday,"dry, low of 40f, high of 50f"
35783,brentwood,monday,"dew, low of 90f, high of 100f"
35785,brentwood,wednesday,"raining, low of 30f, high of 40f"
35786,brentwood,thursday,"snow, low of 70f, high of 90f"
35787,brentwood,friday,"clear skies, low of 30f, high of 40f"
35788,brentwood,saturday,"blizzard, low of 20f, high of 30f"
35789,brentwood,sunday,"rain, low of 70f, high of 90f"
35790,san_francisco,monday,"drizzle, low of 20f, high of 40f"
35791,san_francisco,tuesday,"misty, low of 60f, high of 80f"
35795,san_francisco,saturday,"snow, low of 50f, high of 70f"
35796,san_francisco,sunday,"rain, low of 50f, high of 60f"
35798,durham,tuesday,"raining, low of 70f, high of 80f"
35799,durham,wednesday,"raining, low of 70f, high of 80f"
35802,durham,saturday,"windy, low of 40f, high of 60f"
35803,durham,sunday,"overcast, low of 70f, high of 90f"
35805,cleveland,tuesday,"clear skies, low of 40f, high of 60f"
35806,cleveland,wednesday,"rain, low of 50f, high of 60f"
35807,cleveland,thursday,"hail, low of 20f, high of 40f"
35808,cleveland,friday,"dew, low of 40f, high of 60f"
35814,menlo_park,thursday,"stormy, low of 70f, high of 80f"
35815,menlo_park,friday,"snow, low of 20f, high of 40f"
35816,menlo_park,saturday,"dew, low of 70f, high of 90f"
35817,menlo_park,sunday,"hail, low of 50f, high of 70f"
35818,los_angeles,monday,"foggy, low of 40f, high of 50f"
35820,los_angeles,wednesday,"clear skies, low of 30f, high of 50f"
35821,los_angeles,thursday,"drizzle, low of 50f, high of 60f"
35822,los_angeles,friday,"clear skies, low of 30f, high of 50f"
35823,los_angeles,saturday,"cloudy, low of 30f, high of 50f"
35824,los_angeles,sunday,"windy, low of 50f, high of 60f"
35825,downtown_chicago,monday,"cloudy, low of 70f, high of 80f"
35826,downtown_chicago,tuesday,"misty, low of 40f, high of 50f"
35828,downtown_chicago,thursday,"dew, low of 90f, high of 100f"
35829,downtown_chicago,friday,"blizzard, low of 20f, high of 40f"
35830,downtown_chicago,saturday,"dry, low of 50f, high of 70f"
35831,downtown_chicago,sunday,"foggy, low of 30f, high of 50f"
35833,alameda,tuesday,"rain, low of 40f, high of 60f"
35835,alameda,thursday,"overcast, low of 80f, high of 100f"
35836,alameda,friday,"cloudy, low of 30f, high of 40f"
35837,alameda,saturday,"clear skies, low of 70f, high of 90f"
35839,menlo_park,monday,"blizzard, low of 50f, high of 60f"
35842,menlo_park,thursday,"stormy, low of 20f, high of 30f"
35843,menlo_park,friday,"dew, low of 30f, high of 50f"
35846,los_angeles,monday,"snow, low of 50f, high of 70f"
35847,los_angeles,tuesday,"cloudy, low of 70f, high of 90f"
35849,los_angeles,thursday,"blizzard, low of 20f, high of 40f"
35851,los_angeles,saturday,"dry, low of 40f, high of 50f"
35852,los_angeles,sunday,"snow, low of 90f, high of 100f"
35853,san_mateo,monday,"drizzle, low of 40f, high of 50f"
35855,san_mateo,wednesday,"rain, low of 40f, high of 50f"
35857,san_mateo,friday,"misty, low of 30f, high of 40f"
35858,san_mateo,saturday,"overcast, low of 50f, high of 60f"
35859,san_mateo,sunday,"foggy, low of 60f, high of 80f"
35861,san_francisco,tuesday,"clear skies, low of 60f, high of 80f"
35865,san_francisco,saturday,"foggy, low of 30f, high of 50f"
35867,alhambra,monday,"blizzard, low of 50f, high of 60f"
35870,alhambra,thursday,"overcast, low of 20f, high of 30f"
35871,alhambra,friday,"overcast, low of 80f, high of 100f"
35872,alhambra,saturday,"rain, low of 70f, high of 80f"
35873,alhambra,sunday,"humid, low of 80f, high of 90f"
35901,fresno,thursday,"rain, low of 30f, high of 40f"
35902,fresno,friday,"hot, low of 60f, high of 80f"
35903,fresno,saturday,"cloudy, low of 80f, high of 100f"
35904,fresno,sunday,"cloudy, low of 80f, high of 90f"
35906,new_york,tuesday,"overcast, low of 70f, high of 90f"
35907,new_york,wednesday,"overcast, low of 80f, high of 90f"
35908,new_york,thursday,"warm, low of 30f, high of 40f"
35909,new_york,friday,"warm, low of 60f, high of 70f"
35910,new_york,saturday,"raining, low of 40f, high of 60f"
35914,boston,wednesday,"foggy, low of 30f, high of 40f"
35915,boston,thursday,"windy, low of 90f, high of 100f"
35918,boston,sunday,"windy, low of 70f, high of 80f"
35919,san_francisco,monday,"overcast, low of 40f, high of 60f"
35920,san_francisco,tuesday,"snow, low of 40f, high of 60f"
35921,san_francisco,wednesday,"clear skies, low of 90f, high of 100f"
35924,san_francisco,saturday,"overcast, low of 60f, high of 70f"
35925,san_francisco,sunday,"overcast, low of 40f, high of 60f"
35928,los_angeles,wednesday,"clear skies, low of 70f, high of 80f"
35930,los_angeles,friday,"hot, low of 30f, high of 40f"
35932,los_angeles,sunday,"cloudy, low of 80f, high of 100f"
35933,inglewood,monday,"overcast, low of 80f, high of 100f"
35934,inglewood,tuesday,"raining, low of 60f, high of 80f"
35935,inglewood,wednesday,"hot, low of 70f, high of 90f"
35936,inglewood,thursday,"hot, low of 60f, high of 80f"
35937,inglewood,friday,"cloudy, low of 40f, high of 60f"
35938,inglewood,saturday,"hot, low of 30f, high of 40f"
35941,compton,tuesday,"snow, low of 70f, high of 80f"
35942,compton,wednesday,"overcast, low of 60f, high of 80f"
35944,compton,friday,"snow, low of 60f, high of 70f"
35946,compton,sunday,"rain, low of 70f, high of 90f"
36184,seattle,monday,"windy, low of 30f, high of 40f"
36185,seattle,tuesday,"frost, low of 40f, high of 60f"
36186,seattle,wednesday,"stormy, low of 30f, high of 50f"
36187,seattle,thursday,"drizzle, low of 40f, high of 60f"
36188,seattle,friday,"clear skies, low of 50f, high of 70f"
36189,seattle,saturday,"rain, low of 70f, high of 80f"
36191,durham,monday,"overcast, low of 20f, high of 30f"
36193,durham,wednesday,"dew, low of 30f, high of 40f"
36195,durham,friday,"raining, low of 50f, high of 60f"
36197,durham,sunday,"hot, low of 80f, high of 100f"
36198,oakland,monday,"overcast, low of 50f, high of 70f"
36199,oakland,tuesday,"raining, low of 80f, high of 90f"
36203,oakland,saturday,"snow, low of 50f, high of 60f"
36204,oakland,sunday,"stormy, low of 50f, high of 70f"
36205,fresno,monday,"frost, low of 30f, high of 40f"
36206,fresno,tuesday,"cloudy, low of 50f, high of 60f"
36207,fresno,wednesday,"frost, low of 40f, high of 60f"
36209,fresno,friday,"warm, low of 90f, high of 100f"
